sample_name,description
LiquidSoul_KnockinKick_01_SP,"electronic,soul,dry,hit, Kick, One shot"
LiquidTrap_Cymbal_07_SP,"acoustic,bright,clean,trap, Tops, Loop"
LiquidTrap_Cymbal_07_SP,"acoustic,bright,clean,trap,wet,closed, Hi-hat, One shot"
LiquidTrap_Kick_11_SP,"dark,electronic,trap,dry,hit, Kick, One shot"
LiquidTrap_Snare_01_SP,"bright,electronic,trap,dry,hit, Snare, One shot"
LiquidTrap_Snare_04_SP,"bright,electronic,trap,dry,hit, Snare, One shot"
LiquidTrap_Snare_18_SP,"bright,electronic,trap,dry,hit, Snare, One shot"
live,"speech, Spoken, Loop"
love is war slow,Long
Luka5AmHouse_Perc_03_SP,"acoustic,bright,house,dry,struck,bells, Cowbell, One shot"
Maestro_BLK,"electronic,dry,percussive, Percussion, One shot"
MainRoomHouse&Techno_CrashFx_02_SP,"bright,house,reverb,techno,wet, Ride, One shot"
MainRoomHouse&Techno_Kick_18_SP,"electronic,house,reverb,techno,hit, Kick, One shot"
MainRoomHouse&Techno_Kick_28_SP,"electronic,house,reverb,techno,dry,hit, Kick, One shot"
MetaBeats_AltHats_SP_02,"bright,electronic,rhythm,beats,dry, Hi-hat, One shot"
MetaBeats_Kick_SP_06,"acoustic,rhythm,beats,dry,drum,hit, Kick, One shot"
Microsoft Windows XP Startup Sound,"dry,electric, Organ, One shot"
Mink coat audio,Long
Modern_Jazz_Bundle_Jazz_Beatz,"acoustic,jazz,modern,drum,hit, Kick, One shot"
NeonVibes_SharpClosedHiHat_01_539,"bright,electronic,dry,closed, Hi-hat, One shot"
Nervosa_Hat_01_495,"acoustic,bright,dry,open, Hi-hat, One shot"
Nervosa_Kick_05_495,"electronic,hit, Kick, One shot"
Nervosa_Snare_01_495,"bright,electronic,dry,hit, Snare, One shot"
Neurotek_Cowbell_SP_02,"acoustic,bright,struck,bells, Cowbell, One shot"
Neurotek_CrunchSnare_SP_01,"bright,electronic,hit, Snare, One shot"
Neurotek_HiHat_SP_04,"bright,electronic,dry, Hi-hat, One shot"
Neurotek_PrideSnare_SP_01,"bright,electronic,dry,hit, Snare, One shot"
Noise,"noise, Ambience, One shot"
ooooh,"wet,sung, Female, One shot"
orchestra,"electronic,sustain, Synth Strings, One shot"
OrganicSessions_ClapCombo_05_SP,"electronic,organic,dry,hit, Clap, One shot"
OrganicSessions_HiHat_01_SP,"acoustic,bright,organic,dry,open, Hi-hat, One shot"
Pathways_UnlockingDoor_02_483,"cinematic,dry,percussive, Foley, One shot"
Pesto Jesus (unedited),Long
PopConstructions_ClosedHat_02_SP,"bright,electronic,pop,dry,closed, Hi-hat, One shot"
PopConstructions_Perc_01_SP,"acoustic,pop,dry,hit,percussive, Snap, One shot"
PopConstructions_TwerkClap_01_SP,"acoustic,bright,pop,dry,metallic,percussive,struck,bells, Percussion, One shot"
quentincorrected,"clean,sung, Male, Loop"
quentinvocal,"clean,sung, Male, Loop"
Reel_Machines_80s_808,"bright,electronic,808, Hi-hat, One shot"
Reel_Machines_80s_SDS-V,"bright,electronic,dry,saturated, Hi-hat, One shot"
Reel_Machines_Current_Value_A,"bright,electronic,dry, Hi-hat, One shot"
Reel_Machines_Current_Value_G,"bright,electronic,dry,hit, Snare, One shot"
Reel_Machines_Dancehall,"bright,dancehall,electronic,hit, Snare, One shot"
Reel_Machines_Tape_909_Processed,"acoustic,bright,processed,tape,dry,saturated,909, Hi-hat, One shot"
ResampledLiveDrums_Leon_03_HH_SP,"acoustic,bright,dry,open, Hi-hat, One shot"
ResampledLiveDrums_London_04_HH_02_SP,"acoustic,bright,dry,open, Hi-hat, One shot"
ResampledLiveDrums_MrT_03_HH_01_SP,"bright,electronic,dry, Hi-hat, One shot"
ResonantPulse_JunkHit_SP_06,"bright,cinematic,dry,hit,percussive, Foley, One shot"
ResonantPulse_KickEnhencer_SP merged_01,"saturated,impact, Explosion, Loop"
ResonantPulse_KickEnhencer_SP_01,"saturated,impact, Explosion, Loop"
ResonantPulse_KickEnhencer_SP_01,"saturated,destructed, Scratch, One shot"
ResonantPulse_Shaker3_SP_03,"acoustic,bright,percussive,rattle, Shaker, One shot"
ResonantPulse_SlamHit_SP_16,"wet,drum,hit, Tom, One shot"
ResonantPulse_Snare_SP_07,"bright,electronic,saturated,hit, Snare, One shot"
ResonantPulse_Tray1Hit_SP_08,"acoustic,bright,dry,saturated,hit,percussive,rattle, Guiro, One shot"
Retroplex_Vista_Dry,"acoustic,dry,drum,hit, Snare, One shot"
RetroSciFi_LowPerc_04_SP,"wet,impact,hit,low, Impact, One shot"
RetroSciFi_Sonar_01_SP,"wet,down,up, Siren, One shot"
Retro_Bundle_Rommy_Vintage,"acoustic,bright,vintage,percussive,rattle, Tambourine, One shot"
reversestring,"acoustic,wet, Piano, One shot"
RnBMoods_Clap_09_SP,"bright,electronic,r&b,dry,hit, Clap, One shot"
RnBMoods_Snare_12_SP,"bright,electronic,r&b,dry,hit, Clap, One shot"
SaharanRhythms_BongoHighOpen_SP_01,"acoustic,dry,drum,open,hand drum,percussive,skin, Bongo, One shot"
SaharanRhythms_MediumShaker_SP_01,"acoustic,bright,dry,percussive,rattle, Shaker, One shot"
SeaArr78_Kick,"electronic,dry,hit, Kick, One shot"
Session_Percussion_Oldschool_Perc,"acoustic,vintage,hit, Rim, One shot"
SfH 58,"clean,electronic,monophonic,low, Synth Bass, Loop"
sitdownloop,"electronic,monophonic,wet, Synth, Loop"
slow arp,"arp,clean,electronic,dry, Lead, Loop"
Snare_BOB,"bright,electronic,dry,hit, Snare, One shot"
Soundtrap Loop,"clean,electric, Electric Piano, Loop"
SpeakeasyInterlude,"acoustic,clean, Full-Kit, Loop"
stool,"bright,clean,electronic,dry,percussive, Percussion, One shot"
stool2,"bright,cinematic,clean,dry,percussive, Foley, One shot"
Storytelling_TinyTomPercussion_01_555,"cinematic,dry,percussive, Foley, One shot"
String hit,"acoustic,dry,lute,hit,plucked, Mandolin, One shot"
Studio_Bundle_90s_Beat,"acoustic,bright,rhythm,dry,closed, Hi-hat, One shot"
Studio_Pop_Thin_Vintage,"acoustic,pop,thin,vintage,drum,hit, Snare, One shot"
Studio_Prog_Disco_Dry,"acoustic,dry,drum,hit, Snare, One shot"
Synth,"clean,electronic,electric, Organ, One shot"
synth3,"clean,electronic,percussive, , One shot"
Synthaesthesia_MadLayerzPerc_SP_1,"acoustic,bright,metallic,percussive,struck,bells, Percussion, One shot"
Synthaesthesia_MarshmellowKick_ SP_1,"dark,electronic,dry,hit, Kick, One shot"
Synthaesthesia_MckennaSnare,"acoustic,bright,dry,drum,hit, Snare, One shot"
Synth_1,"clean,electronic,electric, Organ, One shot"
TearoutDnB_HatOpen_23_454,"bright,drum & bass,electronic,dry,open, Hi-hat, One shot"
TearoutDnB_Kick_16_454,"drum & bass,electronic,dry,hit, Kick, One shot"
TearoutDnB_OpenHat_01_454,"bright,drum & bass,electronic,dry,open, Hi-hat, One shot"
TearoutDnB_Snare_04_454,"acoustic,bright,drum & bass,dry,hit, Rim, One shot"
TearoutDnB_Snare_16_454,"acoustic,drum & bass,dry,drum,hit, Snare, One shot"
Technomasochism_Kick_47_SP,"dark,electronic,hit, Kick, One shot"
Technomasochism_Kick_48_SP,"dark,electronic,hit, Kick, One shot"
TechnoOneShots_HatC_SP_14,"acoustic,bright,techno,dry,open, Hi-hat, One shot"
TechnoOneShots_HatO_SP_09,"bright,electronic,techno,dry, Hi-hat, One shot"
TechnoOneShots_KickAtt_SP_03,"dark,electronic,techno,dry,hit, Kick, One shot"
TechnoOneShots_Kick_SP_26,"electronic,techno,hit, Kick, One shot"
TheShakerChronicles_DjembeNino_SP_02,"acoustic,bright,dry,percussive,rattle, Shaker, One shot"
TheShakerChronicles_Schlagwerk_SP_08,"bright,electronic,dry, Hi-hat, One shot"
TheVision_Snare_06,"acoustic,saturated,drum,hit, Snare, One shot"
TheVision_Snare_14,"bright,electronic,dry,hit, Snare + Clap, One shot"
TheVision_Zap_08,"bright,electronic,dry,percussive, Percussion, One shot"
thicckick,"impact,hit, Impact, One shot"
timmy holiday coyote.29fret noise,"clean,dry,noise,electric,plucked, Electric Guitar, One shot"
timmy holiday coyote_bip.2,"acoustic,dry, Accordion, One shot"
TribalDrum&Bass_Clap_SP_02,"bright,drum & bass,electronic,drum,hit, Clap, One shot"
TribalDrum&Bass_HiHat_SP_12,"bright,drum & bass,electronic,dry,drum, Hi-hat, One shot"
TribalDrum&Bass_HiHat_SP_19,"bright,clean,drum & bass,electronic,drum, Hi-hat, One shot"
TribalDrum&Bass_HiHat_SP_27,"bright,drum & bass,electronic,drum, Hi-hat, One shot"
TribalDrum&Bass_Kick_SP_14,"drum & bass,electronic,drum,hit, Kick, One shot"
TribalDrum&Bass_Perc_SP_07,"bright,drum & bass,electronic,dry,drum,hit, Snare, One shot"
TribalDrum&Bass_Perc_SP_18,"acoustic,drum & bass,dry,drum,hand drum,percussive,skin, Conga, One shot"
TribalDrum&Bass_Perc_SP_32,"acoustic,bright,clean,drum & bass,dry,drum,percussive,rattle, Tambourine, One shot"
Two Steps From Hell - El Dorado (SkyWorld)_PROCESSED,"processed, Long"
Vintage_Dry_Buttrey_Dry_2,"acoustic,vintage,dry,hit, Hand Clap, One shot"
Vintage_Dry_Natural_Punch,"acoustic,bright,punchy,vintage,dry,saturated,open, Hi-hat, One shot"
Vintage_Dry_Nightdriver,"vintage,dry, Crash, One shot"
vinyl chord stab,"punchy,vinyl,noise, Texture, One shot"
ViveLeFunk_PhaseWeirdHat_SP_01,"bright,electronic,weird,dry, Hi-hat, One shot"
waterbottle,"bright,cinematic,clean,dry,percussive, Foley, One shot"
WestCoastHipHop_Tight_Shaker_SP,"acoustic,bright,hip hop,dry,percussive,rattle, Cabasa, One shot"
WestCoastTrap&RnB_Hat_04_SP,"bright,r&b,trap, Cymbals, One shot"
WestCoastTrap&RnB_Hat_13_SP,"bright,electronic,r&b,trap,dry, Hi-hat, One shot"
WestCoastTrap&RnB_Hat_14_SP,"bright,electronic,r&b,trap,dry, Hi-hat, One shot"
WestCoastTrap&RnB_Hat_23_SP,"bright,r&b,trap, Ride, One shot"
WestCoastTrap&RnB_Percussion_13_SP,"acoustic,bright,r&b,trap,dry,percussive,rattle, Tambourine, One shot"
WestCoastTrap&RnB_Snare_16_SP,"bright,electronic,r&b,trap,dry,hit, Snare, One shot"
WestCoastTrap&RnB_Snare_21_SP,"electronic,r&b,trap,dry,hit, Snare, One shot"
WestCoastTrap&RnB_Snare_41_SP,"electronic,r&b,trap,hit, Snare, One shot"
whistle2,"acoustic,clean,dry, Whistle, Loop"
whistlemain,"acoustic,clean,wet, Whistle, Loop"
Wires&Boxes_HatMs10_SP_01,"bright,electronic,dry, Hi-hat, One shot"
Your only bass,"clean,dark,electric,plucked, Bass Guitar, Loop"
Your only one bass,Long
Your only one chords,"polyphonic, Long"
zipper,"dry,destructed, Scratch, One shot"
zoevocals merged,"clean,dry,sung, Female, Loop"
zoevocals merged_1,"clean,dry,sung, Female, Loop"
zoevocals,"clean,dry,sung, Female, Loop"
zoevocals,Long
_Samples,Long
Fridge Metal Hit - 01,"saturated,impact,hit, Impact, One shot"
Fridge Metal Hit - 02,"impact,hit, Impact, One shot"
Fridge Metal Hit - 03,"impact,hit, Impact, One shot"
Fridge Metal Hit - 04,"impact,hit, Impact, One shot"
Fridge Metal Hit - 05,"cinematic,saturated,hit,percussive, Foley, One shot"
Fridge Metal Hit - 06,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 07,"cinematic,saturated,hit,percussive, Foley, One shot"
Fridge Metal Hit - 08,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 09,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 10,"impact,hit, FX, One shot"
Fridge Metal Hit - 11,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 12,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 13,"impact,hit, Impact, One shot"
Fridge Metal Hit - 14,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 15,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 16,"cinematic,hit,percussive, Foley, One shot"
Fridge Metal Hit - 17,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 01,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 02,"hit,percussive, , One shot"
Metal Barrel Hit - 03,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 04,"acoustic,drum,hit, Tom, One shot"
Metal Barrel Hit - 05,"acoustic,drum,hit, Tom, One shot"
Metal Barrel Hit - 06,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 07,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 08,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 09,"cinematic,hit,percussive, Foley, Loop"
Metal Barrel Hit - 10,"acoustic,drum,hit, Tom, One shot"
Metal Barrel Hit - 11,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 12,"cinematic,wet,hit,percussive, Foley, One shot"
Metal Barrel Hit - 13,"cinematic,wet,hit,percussive, Foley, One shot"
Metal Barrel Hit - 14,"cinematic,wet,hit,percussive, Foley, One shot"
Metal Barrel Hit - 15,"cinematic,wet,hit,percussive, Foley, One shot"
Metal Barrel Hit - 16,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 17,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 18,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 19,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 20,"cinematic,hit,percussive, Foley, One shot"
Metal Barrel Hit - 21,"cinematic,hit,percussive, Foley, One shot"
Metal Bucket Hit - 01,"acoustic,drum,hand drum,hit,percussive,skin, Bongo, One shot"
Metal Bucket Hit - 02,"acoustic,dry,hit, Rim, One shot"
Metal Bucket Hit - 03,"acoustic,drum,hit, Percussion, One shot"
Metal Bucket Hit - 04,"acoustic,clean,hit, Full-Kit, Loop"
Metal Bucket Hit - 05,"acoustic,dry,hit, Rim, Loop"
Metal Bucket Hit - 06,"acoustic,drum,hit, Snare, One shot"
Metal Bucket Hit - 07,"cinematic,wet,hit,percussive, Foley, One shot"
Metal Bucket Hit - 08,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 09,"acoustic,hit, Rim, One shot"
Metal Bucket Hit - 10,"cinematic,hit,percussive, Foley, One shot"
Metal Bucket Hit - 11,"cinematic,hit,percussive, Foley, One shot"
Metal Bucket Hit - 12,"acoustic,hit, Rim, One shot"
Metal Bucket Hit - 13,"acoustic,hit, Rim, One shot"
Metal Bucket Hit - 14,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 15,"acoustic,wet,drum,hand drum,hit,percussive,skin, Bongo, One shot"
Metal Bucket Hit - 16,"acoustic,wet,drum,hit, Percussion, One shot"
Metal Bucket Hit - 17,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 18,"acoustic,hit, Rim, One shot"
Metal Bucket Hit - 19,"acoustic,hit, Rim, One shot"
Metal Bucket Hit - 20,"acoustic,hit, Rim, One shot"
Metal Bucket Hit - 21,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 22,"cinematic,hit,percussive, Foley, One shot"
Metal Bucket Hit - 23,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 24,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 25,"hit,percussive, , One shot"
Metal Bucket Hit - 26,"acoustic,wet,hit, Rim, One shot"
Metal Bucket Hit - 27,"acoustic,hit,metallic,percussive,struck,bells, Percussion, One shot"
Metal Bucket Hit - 28,"acoustic,drum,hit, Timbale, One shot"
Metal Bucket Hit - 29,"acoustic,drum,hit, Timbale, One shot"
Metal Bucket Hit - 30,"acoustic,dry,hit, Rim, One shot"
Metal Bucket Hit - 31,"acoustic,dry,drum,hit, Timbale, One shot"
Metal Bucket Hit - 32,"hit, Percussion, One shot"
Metal Bucket Hit - 33,"acoustic,hit, Rim, One shot"
Metal Old Closet Hit - 01,"vintage,saturated,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 02,"vintage,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 03,"vintage,hit, Long"
Metal Old Closet Hit - 04,"vintage,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 05,"vintage,saturated,impact,hit, Explosion, Loop"
Metal Old Closet Hit - 06,"cinematic,vintage,saturated,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 07,"vintage,saturated,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 08,"vintage,impact,hit, Impact, One shot"
Metal Old Closet Hit - 09,"cinematic,vintage,saturated,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 10,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 11,"cinematic,vintage,hit, Animals, One shot"
Metal Old Closet Hit - 12,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 13,"vintage,hit, FX, One shot"
Metal Old Closet Hit - 14,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 15,"vintage,saturated,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 16,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 17,"vintage,wet,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 18,"cinematic,vintage,wet,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 19,"cinematic,vintage,wet,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 20,"vintage,wet,saturated,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 21,"vintage,wet,saturated,impact,hit, Explosion, One shot"
Metal Old Closet Hit - 22,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 23,"cinematic,vintage,saturated,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 24,"cinematic,vintage,wet,saturated,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 25,"cinematic,vintage,wet,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 26,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Old Closet Hit - 27,"cinematic,vintage,hit,percussive, Foley, One shot"
Metal Wheelbarrow Hit - 01,"acoustic,saturated,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 02,"acoustic,saturated,drum,hit, Timpani, One shot"
Metal Wheelbarrow Hit - 03,"acoustic,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 04,"cinematic,hit,percussive, Foley, One shot"
Metal Wheelbarrow Hit - 05,"cinematic,hit,percussive, Foley, One shot"
Metal Wheelbarrow Hit - 06,"acoustic,saturated,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 07,"acoustic,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 08,"acoustic,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 09,"acoustic,dry,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 10,"acoustic,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 11,"acoustic,hit, Drums, One shot"
Metal Wheelbarrow Hit - 12,"acoustic,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 13,"acoustic,saturated,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 14,"acoustic,saturated,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 15,"acoustic,saturated,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 16,"acoustic,saturated,drum,hit, Tom, One shot"
Metal Wheelbarrow Hit - 17,"acoustic,saturated,drum,hit, Tom, One shot"
Plastic Barrel Hit - 01,"drum,hit, Percussion, One shot"
Plastic Barrel Hit - 02,"acoustic,drum,hit, Tom, One shot"
Plastic Barrel Hit - 03,"acoustic,drum,hit, Tom, One shot"
Plastic Barrel Hit - 04,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 05,"cinematic,dry,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 06,"acoustic,drum,hand drum,hit,percussive,skin, Djembe, One shot"
Plastic Barrel Hit - 07,"acoustic,drum,hit, Percussion, One shot"
Plastic Barrel Hit - 08,"acoustic,drum,hand drum,hit,percussive,skin, Conga, One shot"
Plastic Barrel Hit - 09,"acoustic,drum,hand drum,hit,percussive,skin, Conga, One shot"
Plastic Barrel Hit - 10,"acoustic,drum,hand drum,hit,skin, Percussion, One shot"
Plastic Barrel Hit - 11,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 12,"saturated,impact,hit, FX, One shot"
Plastic Barrel Hit - 13,"impact,hit, Explosion, One shot"
Plastic Barrel Hit - 14,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 15,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 16,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 17,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 18,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 19,"cinematic,saturated,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 20,"acoustic,drum,hand drum,hit,skin, Percussion, One shot"
Plastic Barrel Hit - 21,"electronic,hit, Tom, One shot"
Plastic Barrel Hit - 22,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 23,"acoustic,wet,saturated,drum,hand drum,hit,percussive,skin, Djembe, One shot"
Plastic Barrel Hit - 24,"acoustic,drum,hand drum,hit,percussive,skin, Djembe, Loop"
Plastic Barrel Hit - 25,"acoustic,saturated,drum,hand drum,hit,percussive,skin, Djembe, Loop"
Plastic Barrel Hit - 26,"acoustic,drum,hand drum,hit,percussive,skin, Djembe, Loop"
Plastic Barrel Hit - 27,"acoustic,drum,hand drum,hit,percussive,skin, Djembe, Loop"
Plastic Barrel Hit - 28,"saturated,noise,hit, Machine, Loop"
Plastic Barrel Hit - 29,"cinematic,saturated,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 30,"cinematic,wet,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 31,"cinematic,hit,percussive, Foley, Loop"
Plastic Barrel Hit - 32,"hit, Percussion, Loop"
Plastic Barrel Hit - 33,"bright,cinematic,hit, FX, Loop"
Plastic Barrel Hit - 34,"bright,cinematic,dry,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 35,"impact,hit, Explosion, One shot"
Plastic Barrel Hit - 36,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 37,"electronic,saturated,hit, Tom, One shot"
Plastic Barrel Hit - 38,"cinematic,dry,hit,percussive, Foley, Loop"
Plastic Barrel Hit - 39,"clean,hit, FX, Loop"
Plastic Barrel Hit - 40,"cinematic,hit,percussive, Foley, Loop"
Plastic Barrel Hit - 41,"cinematic,hit, Animals, Loop"
Plastic Barrel Hit - 42,"cinematic,hit,percussive, Foley, Loop"
Plastic Barrel Hit - 43,"cinematic,hit,percussive, Foley, Loop"
Plastic Barrel Hit - 44,"cinematic,hit,percussive, Foley, Loop"
Plastic Barrel Hit - 45,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 46,"cinematic,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 47,"cinematic,saturated,hit,percussive, Foley, One shot"
Plastic Barrel Hit - 48,"cinematic,saturated,hit,percussive, Foley, One shot"
